Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
22319,29/06/2020 01:54,4198470814557,fraud_Erdman-Kertzmann,gas_transport,47.3,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,20/08/1971,7d2e7c2ab609bce0939c25605c57cf0f,1372470886,41.63959,-94.744666,0
22341,29/06/2020 02:04,2283743876903620,"fraud_Stokes, Christiansen and Sipes",grocery_net,39.34,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,27/12/1997,b6ac64264e841a971f9c6415ae686431,1372471490,34.363195,-84.888966,0
22344,29/06/2020 02:05,3573030041201290,fraud_Brekke and Sons,gas_transport,75.13,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",17/01/1990,cb66c139d77fa5ad8c2fe53134e918a3,1372471523,39.371583,-110.831274,0
22351,29/06/2020 02:09,30518206766474,fraud_Hackett-Lueilwitz,grocery_pos,101.62,Tamara,Martinez,F,471 Marquez Prairie Suite 680,Matthews,MO,63867,36.7154,-89.6287,1019,Aeronautical engineer,26/01/1979,9e46b25aae26f4b6845758e15baaee12,1372471796,36.90117,-90.119706,0
22386,29/06/2020 02:26,4364010865167160,fraud_Prohaska-Murray,gas_transport,46.47,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,12/03/1997,fd763725d529173b6b7086b446377aee,1372472797,40.270839,-120.177506,0
22430,29/06/2020 02:46,2358122155477950,"fraud_Robel, Cummerata and Prosacco",gas_transport,70.19,Mike,Tran,M,17355 Mendoza Bypass Suite 059,Linthicum Heights,MD,21090,39.2092,-76.6681,9784,"Conservator, furniture",30/10/1924,e5484294e62b0f2185f07cf77fa4cddd,1372473971,39.285776,-77.244094,0
22604,29/06/2020 03:53,3575540972310990,fraud_Ledner-Pfannerstill,gas_transport,54.32,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,22/06/2001,e197ffd14178986a2d12bacc3c6a8d45,1372478008,35.107104,-90.505212,0
22612,29/06/2020 03:56,348789608637806,fraud_Heathcote LLC,shopping_net,7.41,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,19/08/1950,14363a3e6205afd018d5543da5c515de,1372478182,40.589204,-98.074057,0
22677,29/06/2020 04:21,30026790933302,fraud_Kutch and Sons,grocery_pos,118,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,03/09/1979,c5f637bdbf537d5397ba5a81490ddafe,1372479664,32.505187,-90.291704,0
22683,29/06/2020 04:24,639030014711,fraud_Kris-Weimann,misc_net,96.49,Stephen,Lopez,M,696 Matthew Ford Suite 157,Olmsted,IL,62970,37.1935,-89.0933,639,Mechanical engineer,01/08/1982,b9b15bd1983585b9a78fb160462235e4,1372479867,37.966852,-89.436046,0
22736,29/06/2020 04:51,376012912828093,fraud_Upton PLC,entertainment,12.89,Nathan,Mayer,M,478 Donovan Corners Apt. 803,Schaumburg,IL,60193,42.0144,-88.0935,92294,Claims inspector/assessor,01/05/1969,12a7ff3458c147ece0228f438f236436,1372481463,42.543829,-88.3564,0
22756,29/06/2020 04:59,4169759661243560,fraud_Kiehn-Emmerich,grocery_pos,115.45,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,15/02/1972,d01f026ba30c1083bee0fc7cf68c1aeb,1372481971,39.730503,-77.464743,0
22799,29/06/2020 05:15,4981132848794,"fraud_Mosciski, Gislason and Mertz",grocery_pos,136.95,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,03/04/1946,376d36a52806ea9010b28f70e942acce,1372482943,39.593391,-80.843157,0
22807,29/06/2020 05:18,4259996134423,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,77.03,Julie,Johnson,F,9331 Robert Passage Suite 327,Hudson,KS,67545,38.1485,-98.6408,215,Probation officer,22/11/1968,7f895cd7a3f52de26499cf3adf6996a7,1372483135,37.420594,-97.712963,0
22866,29/06/2020 05:48,3517814635263520,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,40.17,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,16/10/1941,9c9855fd6c24d9890435a1b26ad55a29,1372484907,36.940967,-79.86761,0
22868,29/06/2020 05:49,6506116513503130,fraud_Emmerich-Luettgen,grocery_net,89.98,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,04/05/1984,913bb90dc5dc4ae29e6125d8570439be,1372484954,32.513453,-94.987242,0
23022,29/06/2020 06:57,376028110684021,fraud_McGlynn-Heathcote,misc_net,104.06,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,23/12/1974,97692baaa56062615905019fed5aa1ad,1372489056,39.365155,-93.902548,0
23034,29/06/2020 07:04,6506116513503130,fraud_Wuckert-Walter,grocery_net,66.27,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,04/05/1984,d4ff82cd5e8981af7fd58b6506cfebb7,1372489473,31.392776,-94.97576,0
23070,29/06/2020 07:14,4586810168620940,"fraud_Tillman, Dickinson and Labadie",gas_transport,83.76,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",05/07/1997,a392a254da3f0fd24204a54272674a0d,1372490065,32.754766,-80.074754,0
23136,29/06/2020 07:45,3573030041201290,fraud_Kutch LLC,gas_transport,41.31,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",17/01/1990,4546a3ba004314bb65c5a450a609b377,1372491905,39.68186,-111.369445,0
23151,29/06/2020 07:50,3506040590383210,"fraud_Mosciski, Gislason and Mertz",grocery_pos,106.39,Michael,Orozco,M,13956 Hughes Causeway Suite 124,Alder,MT,59710,45.1939,-112.0568,286,Chief of Staff,09/03/1989,fded2a62a6151b3ee19be8231cba8281,1372492210,45.11107,-112.516715,0
23159,29/06/2020 07:53,4128730454058050000,fraud_Rodriguez Group,gas_transport,91.56,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",04/10/1949,30e20c48cec174ae8b0f72455053ef74,1372492399,31.945584,-95.96799,0
23195,29/06/2020 08:07,4961003488432300,fraud_Durgan-Auer,misc_net,5.53,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,10/05/1966,7cc03c01c7bf08cb19d11dc2379ddd02,1372493245,40.463337,-75.668275,0
23225,29/06/2020 08:20,4302475216404880,fraud_Morissette PLC,shopping_pos,6.6,Daniel,Cain,M,384 Newman Forks Apt. 370,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,08/08/1964,744177920d8e083cf6f48f2cbc9bd6a6,1372494038,43.503526,-94.295774,0
23291,29/06/2020 08:53,567868110212,fraud_Lebsack and Sons,misc_net,5.67,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",16/12/1984,497321bbefd8d15e5435ddee392a086b,1372496012,29.400305,-94.619779,0
23327,29/06/2020 09:10,343668971234893,fraud_Frami Group,entertainment,43.72,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,16/11/1949,6f77bd6b169cdcb32e53ad358945fa41,1372497045,33.866296,-80.318147,0
23406,29/06/2020 09:43,379141394109214,"fraud_Zboncak, Rowe and Murazik",shopping_net,35.46,Gerald,Anthony,M,252 Melissa Rapids Suite 944,Monetta,SC,29105,33.8084,-81.5956,1514,Chief Strategy Officer,15/12/1966,20e1c2ea2113d1dcd03f375b9b8157ca,1372499012,33.513356,-81.770635,0
23443,29/06/2020 10:01,4129767952109660,fraud_Roob LLC,grocery_net,41.84,Cheryl,Ballard,F,248 James Squares Apt. 838,Halstad,MN,56548,47.3551,-96.798,771,"Scientist, audiological",14/06/1972,150e9cf7b6c844d583881cbcb7197388,1372500115,46.674375,-95.849167,0
23478,29/06/2020 10:16,343464013864032,"fraud_Monahan, Bogisich and Ledner",misc_pos,35.08,Jodi,Foster,F,551 Zachary Freeway,Bailey,NC,27807,35.8072,-78.0892,6629,Call centre manager,13/08/1962,99bcfe08ea50f0525d51562b045cd96d,1372500988,35.278907,-78.647049,0
23482,29/06/2020 10:17,3529597810116810,"fraud_Rowe, Batz and Goodwin",grocery_pos,83.26,Pamela,Curtis,F,8969 Fuentes Station Apt. 291,Mill Creek,PA,17060,40.4679,-77.8967,1334,Archaeologist,17/12/1986,c17a4556542c3dc06b67200f60c59de8,1372501063,39.987326,-77.498775,0
23535,29/06/2020 10:43,6011438889172900,fraud_Bruen-Yost,misc_pos,73.74,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,08/04/1993,1b5c89bc537b8eb4a219a36b99de4ba0,1372502614,35.188025,-91.422133,0
23654,29/06/2020 11:35,630469040731,fraud_Harber Inc,gas_transport,75.41,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,97014,45.671,-121.8686,1288,Barrister,01/05/1936,5c0a44515fc38e891fd48b3afbbf8d21,1372505743,46.077371,-122.443321,0
23788,29/06/2020 12:22,676369110710,fraud_Yost-Rogahn,personal_care,14.03,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",28/12/1974,66ff3a01d81104cb9bc869afcb01e182,1372508572,42.025273,-83.454833,0
23789,29/06/2020 12:22,2288813824604470,"fraud_Langworth, Boehm and Gulgowski",shopping_net,10.57,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385,Herbalist,29/08/1981,78a2329db4d015ad689cdaea83afff50,1372508575,41.206928,-73.649809,0
24000,29/06/2020 13:27,4861310130652560000,fraud_Morissette LLC,entertainment,144.33,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",16/12/1977,c2cc8ef9457f44c0e3d78e3b66213cc7,1372512422,29.71325,-90.982235,0
24052,29/06/2020 13:42,213141712584544,"fraud_Schmeler, Bashirian and Price",shopping_net,619.41,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,24/12/1984,7f98cbb058468833d15845b321bcd043,1372513329,31.524062,-90.849461,0
24091,29/06/2020 13:54,3545109339866540,fraud_Upton PLC,entertainment,16.93,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,05/03/1999,bf5755cdab65c7e6e6403bca65f1118a,1372514053,33.637116,-91.179269,0
24167,29/06/2020 14:16,3589255887819800,"fraud_Metz, Russel and Metz",kids_pets,16.5,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,14/02/1984,38335401df3c61bdc9952dd47c2eec88,1372515416,39.061492,-78.94446,0
24210,29/06/2020 14:29,6528911529051370,fraud_Ernser-Lynch,food_dining,117.42,Diane,Smith,F,195 Murray Overpass Apt. 384,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,27/04/1965,64459cc29cf55cc7025996372b03a3a0,1372516150,44.969562,-90.684661,0
24233,29/06/2020 14:34,3566094707272320,fraud_Jakubowski Inc,home,107.62,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,25/04/1971,918a433dfbd7f10f20098fa700701cf8,1372516487,34.974355,-118.102292,0
24279,29/06/2020 14:48,2714019737356670,fraud_McKenzie-Huels,food_dining,5.74,Christina,Moore,F,542 Finley Ports Apt. 396,West Finley,PA,15377,39.9914,-80.4408,724,Theme park manager,30/08/1995,43063f06d0cd525a21e15ee3372023f1,1372517326,40.761752,-80.188442,0
24321,29/06/2020 15:03,213141712584544,fraud_Morissette LLC,entertainment,27.04,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,24/12/1984,c3455d87f3ca2685788f1d5c491bd1f9,1372518226,32.626376,-90.154313,0
24333,29/06/2020 15:07,213193596103206,"fraud_Windler, Goodwin and Kovacek",home,75.57,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,09/02/1994,fffd197912485da69225a163768b4770,1372518422,45.058304,-83.492719,0
24342,29/06/2020 15:09,3583793405872580,"fraud_Larkin, Stracke and Greenfelder",entertainment,65.17,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,27/09/1970,ac7accad639944e32643f5b62e660659,1372518561,34.168241,-99.964421,0
24369,29/06/2020 15:17,4195740185974,fraud_Cartwright PLC,kids_pets,74.63,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",04/04/1963,633bc2049f93f58090b64f61e7c1acdc,1372519079,45.979628,-121.909212,0
24446,29/06/2020 15:38,30343344410970,fraud_Wilkinson LLC,personal_care,14.92,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172,"Copywriter, advertising",20/03/1962,7f34d4eae158e1202ea3c7aee43cc83b,1372520329,40.866901,-78.797142,0
24478,29/06/2020 15:49,3560336828629930,fraud_Yost-Rogahn,personal_care,99.82,Christopher,White,M,13613 Hammond Ferry,Clutier,IA,52217,42.0789,-92.3763,590,"Embryologist, clinical",30/03/1953,b10490860d81955d34284a85fec92e01,1372520967,41.989025,-91.726872,0
24560,29/06/2020 16:10,4225990116481260000,fraud_Connelly-Carter,home,138.4,Brian,Simpson,M,2711 Duran Pines,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,03/12/1966,bdcbc52c99f4637a13541963db83b154,1372522256,20.453699,-155.82518,0
24580,29/06/2020 16:15,4181833256558610000,fraud_Boyer-Reichert,shopping_net,7.13,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",06/09/1988,50deb29aca41aec6c170a25e12506ab5,1372522558,36.177932,-105.73636,0
24688,29/06/2020 16:50,3546897637165770,fraud_Kris-Kertzmann,travel,2.06,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,30/05/1956,b4dadaea21d054562cd9dad34836d9b8,1372524624,32.246709,-97.194502,0
24717,29/06/2020 16:57,375534208663984,fraud_Daugherty LLC,kids_pets,43.96,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,28/03/1986,4cc3ec2b14c45ac064d0a665232251ad,1372525063,39.165486,-78.506967,0
24807,29/06/2020 17:27,4005676619255470,"fraud_Moore, Williamson and Emmerich",home,22.99,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,31/05/1994,1fd15d2b5ceac15f713aa0de51a1f01f,1372526823,31.004797,-90.847259,0
24834,29/06/2020 17:32,377113842678100,fraud_Beier LLC,entertainment,25.16,Billy,Gallagher,M,673 Delgado Burg,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,25/03/1965,25a5be164b6b23227e554f8502603e88,1372527147,39.104548,-75.347518,0
24917,29/06/2020 17:58,30082025922891,fraud_Breitenberg-Hermiston,kids_pets,32.32,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",23/06/1934,ce70321609d085bd42ba43ef2788c4b3,1372528711,25.154138,-82.663002,0
24926,29/06/2020 18:01,4681601008538160,fraud_Hilpert-Conroy,kids_pets,31.29,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.731,16183,Physiotherapist,12/08/1977,8a898adcef415eef8b3174bba796ea0c,1372528879,39.116175,-80.39037,0
24971,29/06/2020 18:13,6506116513503130,"fraud_Kihn, Brakus and Goyette",personal_care,68,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,04/05/1984,66f8657faa20b8398afac7335342f9fb,1372529629,31.473772,-96.197585,0
24983,29/06/2020 18:17,676292294938,fraud_Reilly LLC,home,43.83,Lisa,Fitzpatrick,F,58761 Brewer Rapids,Skytop,PA,18357,41.2336,-75.2389,104,Financial trader,25/08/1927,806cc5035e0fdab8bb6587e028a98f4e,1372529851,42.003895,-75.884033,0
25038,29/06/2020 18:35,4836998673805450,fraud_Zulauf LLC,personal_care,7.88,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,12/04/1979,118985b4e9c4a4db6d71d35cce262ae0,1372530949,46.397831,-86.739981,0
25084,29/06/2020 18:47,38947654498698,fraud_Kemmer-Buckridge,misc_pos,259.49,Lori,Rodriguez,F,12087 Michael Light,Creola,OH,45622,39.3543,-82.503,321,"Copywriter, advertising",24/06/1979,afd7a22ea21bd86ce0bea6865354242c,1372531677,39.109753,-82.359625,0
25139,29/06/2020 19:02,571465035400,fraud_Reilly and Sons,health_fitness,73.25,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,26/02/1976,68fb12d67dcba462e383c9661b77df61,1372532537,43.912748,-109.499241,0
25162,29/06/2020 19:07,3561963695236760,fraud_Erdman-Ebert,personal_care,81.43,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.064,-72.3366,1858,Clinical biochemist,03/03/1984,a1887ae9a67af97dbce6ed1d5c35e7ea,1372532852,41.889033,-72.672699,0
25173,29/06/2020 19:12,584673555952,fraud_Gerhold LLC,home,158.06,Jessica,Jordan,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,13/08/1930,1dcc426eee5540a26493cf991292d802,1372533149,47.484842,-100.512694,0
25181,29/06/2020 19:15,4427805710168,fraud_Heidenreich PLC,grocery_pos,116.82,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,16/08/2000,a21d3f7f0204feebf1e53877f0ede2e9,1372533330,33.921405,-105.403474,0
25183,29/06/2020 19:16,2268221587779410,fraud_Heathcote LLC,shopping_net,48.92,Peggy,Berry,F,517 Vasquez Lodge,Vancouver,WA,98665,45.6892,-122.6616,299480,Teaching laboratory technician,02/01/1985,708ecd0991f6f2b008938c6b8d27ad98,1372533395,45.326016,-123.068906,0
25266,29/06/2020 19:39,3547574373318970,fraud_Kozey-McDermott,travel,5.73,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",30/04/1962,2d04ec912e112a31e813fb6dcd4f927a,1372534750,38.989057,-88.445335,0
25306,29/06/2020 19:51,3526826139003040,fraud_Champlin-Casper,home,45.53,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.017,1126,Furniture designer,06/07/1955,d051235e4fed2ad5017d456a41647115,1372535480,44.285255,-85.550843,0
25352,29/06/2020 20:03,30044330818990,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,2.55,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,29/08/1985,e7873dc39e2f7cde5613cfe76b501394,1372536224,27.313793,-81.714278,0
25384,29/06/2020 20:11,6517217825320610,fraud_Jerde-Hermann,travel,1.55,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",11/06/1958,d6ab0cf8748b3b5f9c934b8ef9272f53,1372536686,32.282089,-90.319745,0
25444,29/06/2020 20:28,6011104316292100,"fraud_Metz, Russel and Metz",kids_pets,19.08,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,02/09/1985,c2822cff7c4af39116baa86e500e9c24,1372537687,36.62163,-77.952655,0
25613,29/06/2020 21:17,3551217896304740,"fraud_Cormier, Stracke and Thiel",entertainment,59.79,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,09/10/1976,96226d2aed1466871469a13891e617e3,1372540634,43.463533,-73.883683,0
25665,29/06/2020 21:37,6011399591920180,"fraud_Lubowitz, Terry and Stracke",personal_care,67.48,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,14/10/1973,778d9c55f2ef6b35cfe103197ef209de,1372541823,42.75125,-72.442488,0
25770,29/06/2020 22:05,2720830304681670,fraud_Gleason and Sons,kids_pets,30.7,Melissa,Aguilar,F,21326 Taylor Squares Suite 708,Clarksville,TN,37040,36.522,-87.349,151785,Pathologist,28/03/1974,ffb287c2cc9b29f837581bf7d71b79c0,1372543543,35.634081,-88.189884,0
25796,29/06/2020 22:11,375534208663984,fraud_Dietrich-Fadel,health_fitness,79.08,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,28/03/1986,8fca67a8a5d95f0379e94bde0be1a24d,1372543895,39.236841,-78.693228,0
25903,29/06/2020 22:38,4897067971111200000,fraud_Mohr-Bayer,shopping_net,43.5,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,07/10/1975,bac22ac735e59b4d0ac353a5c7ba8bf9,1372545514,28.131684,-82.56749,0
26038,29/06/2020 23:24,6506982560413520,fraud_Friesen-Ortiz,personal_care,27.73,Alice,Kemp,F,057 Martinez Radial,Texarkana,AR,71854,33.431,-93.8765,36438,Surgeon,15/04/1985,52f9508b0f89721e1a78ca177c6e6d21,1372548255,33.936612,-93.205411,0
26053,29/06/2020 23:28,4377338765909710,fraud_Crooks and Sons,personal_care,7.53,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",19/04/1982,472c61851e9f8ce9fbe7b5b17e35380d,1372548491,37.020146,-83.227283,0
26056,29/06/2020 23:30,213102873001603,fraud_Carroll PLC,health_fitness,10.73,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",01/09/1956,5a91da523f2a2948b1346ef32d02b5fd,1372548608,44.581454,-124.103909,0
26128,29/06/2020 23:49,379897244598068,fraud_Lynch-Wisozk,home,18.12,Frank,Key,M,5537 Jessica Plaza,Pewee Valley,KY,40056,38.3039,-85.4834,3263,Stage manager,28/02/1930,0dda34b18a2345f60872e95f5ebc1d29,1372549779,37.449118,-85.139459,0
26249,30/06/2020 00:33,3566875419572860,fraud_Fisher Inc,shopping_net,104.36,Adam,Mcdonald,M,997 Cameron Meadow Apt. 980,South Hero,VT,5486,44.64,-73.3113,1654,Transport planner,31/01/1991,de0c350ad29424d3266a3fcdc4604347,1372552433,44.520974,-74.293223,0
26276,30/06/2020 00:46,6011305591981270,fraud_Hackett-Lueilwitz,grocery_pos,110.38,Daniel,Jones,M,290 Kathryn Fall,Huntsville,AL,35803,34.6205,-86.551,190178,"Engineer, automotive",06/06/1959,afc08212b6d13a7b6ce71e5b1d32bafb,1372553175,33.80554,-85.67311,0
26277,30/06/2020 00:46,4169759661243560,"fraud_Stroman, Hudson and Erdman",gas_transport,72.25,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,15/02/1972,b5306936f0c229b30466de15f4fd269e,1372553203,41.145128,-76.268524,0
26297,30/06/2020 00:55,3560697798177740,fraud_Pouros-Haag,shopping_pos,9.47,Matthew,Young,M,8840 Miller Port Suite 645,Indian Wells,CA,92210,33.7163,-116.3381,4677,Learning mentor,06/05/1955,4849ba863728217088cfa00d2f6dbe18,1372553752,34.39658,-116.425539,0
26304,30/06/2020 00:59,372509258176510,fraud_Kerluke Inc,misc_net,22.82,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,18/06/1985,0b124d6f78f964268507b37186087770,1372553947,42.478947,-84.427784,0
26531,30/06/2020 02:42,180065479077096,fraud_Morissette LLC,entertainment,6.89,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,15/02/1964,fb3e8d8284f35cae67086e29b36dea6d,1372560160,39.849563,-76.956113,0
26734,30/06/2020 04:20,348253506557335,"fraud_Koss, McLaughlin and Mayer",food_dining,61.75,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,22/03/1948,32e6a71d6623a428aba3bf50be4c7593,1372566041,31.384155,-88.751239,0
26785,30/06/2020 04:43,3589289942931260,"fraud_Stroman, Hudson and Erdman",gas_transport,55.18,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",05/03/1972,ddd31c5949bfda03fd5069c6e330d4a0,1372567421,43.913496,-98.290511,0
26791,30/06/2020 04:45,2475085306462010,fraud_Friesen-Stamm,gas_transport,72.21,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,12/10/1993,8fa3166793157450fbb5d093fc9b7782,1372567545,44.083591,-95.07626,0
26826,30/06/2020 05:05,2512312531485080,fraud_Turcotte-Halvorson,misc_pos,132.88,John,Mccormick,M,79414 Clark Lakes Suite 966,Warren,MI,48088,42.5164,-82.9832,134056,"Producer, radio",08/10/1956,136d859d892119286c48eaf985530d14,1372568701,42.669313,-82.85925,0
26854,30/06/2020 05:16,3586955669388450,fraud_Morar Inc,grocery_net,52.72,Benjamin,Rogers,M,24191 Elizabeth Mill,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",08/12/1994,dc23159a25081ee060b0148113070136,1372569389,39.428818,-79.184852,0
26934,30/06/2020 05:53,2256234701263050,fraud_Bahringer-Streich,food_dining,80.24,Christopher,Grimes,M,39631 Dunn Radial,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,11/04/1948,f23d6a8beb8b6ae1891553b16feafb77,1372571592,43.991929,-73.00823,0
27018,30/06/2020 06:33,2242542703101230,fraud_Collier Inc,grocery_net,12.04,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,10/04/1996,267582aa6f3d9b9843f57ba52b95f32b,1372574010,38.984131,-85.885888,0
27074,30/06/2020 06:56,583699482621,fraud_Bahringer-Streich,food_dining,19.82,Jennifer,Jones,F,5572 Kelly Plains Apt. 952,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",22/07/1936,e53382e501fbaaa7ab50d19e2da4c662,1372575364,44.139673,-90.04988,0
